sp_trackid,sp_trackname,albums_sp_albumid
2U6eduxHYvkAAh8M6N0Mus,Skit - Kings Never Die,5ZO41aiZvwUanT9qKPcriR
5ZeKaWjcGAQiSfFEVYPn5f,The Sick Bed of Cuchulainn,5uy9pvgfvVAlZnegK6fPLU
2R7c8xi0wFXDCgh1uHA4vl,The Old Main Drag,5uy9pvgfvVAlZnegK6fPLU
78lk7Hy6pzkmPNaYI3Fbpo,Wild Cats of Kilkenny,5uy9pvgfvVAlZnegK6fPLU
7r98EP9QfDL3zvi8n8ByFM,I'm a Man You Don't Meet Every Day,5uy9pvgfvVAlZnegK6fPLU
5LerI7bPz886dKnCAodWZE,A Pair of Brown Eyes,5uy9pvgfvVAlZnegK6fPLU
7lpsij3Mwea2s6aSZgtdXE,Sally MacLennane,5uy9pvgfvVAlZnegK6fPLU
7302EPqG0duIvLIWnMl22t,A Pistol for Paddy Garcia,5uy9pvgfvVAlZnegK6fPLU
6gf3gORFThi93nu9RSWjXY,Dirty Old Town,5uy9pvgfvVAlZnegK6fPLU
1vRku3o6W6EeR2rCLIFcys,Jesse James,5uy9pvgfvVAlZnegK6fPLU
1PXkkPqydqT4gRUGZA1vhz,Navigator,5uy9pvgfvVAlZnegK6fPLU
7Fzqtm3lX1QLSugtX9BdKE,Billy's Bones,5uy9pvgfvVAlZnegK6fPLU
66MzMkRXL3zwnFBZPHG99f,The Gentleman Soldier,5uy9pvgfvVAlZnegK6fPLU
6ocgpQkDkVRHxongKSat0u,The Band Played Waltzing Matilda,5uy9pvgfvVAlZnegK6fPLU
4HyZjWwBCW43ougeTgVCat,Suicide,0EIQdSr5fqyTAiz5KfAaea
1RG1Pz45nlYNHka7JioyOT,Uncontrollable Urge,1u2Qni8cVRptDTaA00fmBC
5FzBxhIsZBFXDTVGWtV4IQ,(I Can't Get No) Satisfaction,1u2Qni8cVRptDTaA00fmBC
2SyWSu87uLSV5HH6wdsfQ7,Praying Hands,1u2Qni8cVRptDTaA00fmBC
3ALpXGwDQpUQfUDWqub5Cf,Space Junk,1u2Qni8cVRptDTaA00fmBC
3bGG7jaMbcx8JDl3gLUvo7,Mongoloid,1u2Qni8cVRptDTaA00fmBC
4FEUoGEmytDfKURalZlbcv,Jocko Homo,1u2Qni8cVRptDTaA00fmBC
5hdpL6p87olMceaqUPyivM,Too Much Paranoias,1u2Qni8cVRptDTaA00fmBC
2vFaBeQqDVZW9SiJeiM4LU,Gut Feeling / (Slap Your Mammy),1u2Qni8cVRptDTaA00fmBC
2gtceWbPOZYvLK5nj02Kci,Come Back Jonee,1u2Qni8cVRptDTaA00fmBC
1d8iAFwoIIJLcVQ7os4snL,Sloppy (I Saw My Baby Gettin'),1u2Qni8cVRptDTaA00fmBC
1lcy699yytg7c50hUfM5A8,Shrivel-Up,1u2Qni8cVRptDTaA00fmBC
0P1jQfRErBjgOSTbVKtCW7,Hello There,2sXJQdHykPYcRQ7xFhwzMR
55y1iWRf5JBZQIbb69Vr7m,Big Eyes,2sXJQdHykPYcRQ7xFhwzMR
7hUtGcxKSSzb5ezVx5QlVt,Downed,2sXJQdHykPYcRQ7xFhwzMR
1JkZg3eMQTmTn93E8Yd3UL,I Want You to Want Me,2sXJQdHykPYcRQ7xFhwzMR
3WaRGIBMhgbwzfH36MsQDZ,You're All Talk,2sXJQdHykPYcRQ7xFhwzMR
2pe3KkzSYohFQVlHdpYDka,Oh Caroline,2sXJQdHykPYcRQ7xFhwzMR
2vA4FfnNLGvOZedbsyX4Rv,Clock Strikes Ten,2sXJQdHykPYcRQ7xFhwzMR
18IL1LfIsEHqmj17rnlw8K,Southern Girls,2sXJQdHykPYcRQ7xFhwzMR
3bMYpXiFnKhVKnLz9RHna1,"Come On, Come On",2sXJQdHykPYcRQ7xFhwzMR
4kBfdJ8EqlwCGamQltH8RT,So Good to See You,2sXJQdHykPYcRQ7xFhwzMR
6lhwPJMbtpqdNnEXNM0jX8,The Cisco Kid,4UZmpGH8kpAgyZ2yqQ8sP9
2pRkqOXRGVvNf54zoqGx5D,Where Was You At,4UZmpGH8kpAgyZ2yqQ8sP9
2RWS2btML7g1ZgqWPWGu7b,"City, Country, City",4UZmpGH8kpAgyZ2yqQ8sP9
2VjMmbpQ8uLNOxeDD89wil,Four Cornered Room,4UZmpGH8kpAgyZ2yqQ8sP9
2oMXvopfDLGmXaUK0LkkEy,The World Is A Ghetto,4UZmpGH8kpAgyZ2yqQ8sP9
4zlfdVHN3Etu2q61JF51gm,Beetles In The Bog,4UZmpGH8kpAgyZ2yqQ8sP9
3kLFfUPLDYOQxQLuy8acxo,Space Intro,0fjJOLqG3v7vXRYhz2wxPC
3e0FzZjTXOUtiJGSClOBrI,Fly Like An Eagle,0fjJOLqG3v7vXRYhz2wxPC
6lELCr5OEudkNijuNqm14G,Wild Mountain Honey,0fjJOLqG3v7vXRYhz2wxPC
47dR6QIu5KfWhedEwnYhfE,Serenade,0fjJOLqG3v7vXRYhz2wxPC
3Cje5qSSw9R70tzjIW9H7L,"Dance, Dance, Dance",0fjJOLqG3v7vXRYhz2wxPC
6lb5d1r1QUeNb5UmM9V5nm,Mercury Blues,0fjJOLqG3v7vXRYhz2wxPC
1ZhrREyOOeFV6TxDOyiPwu,Take The Money And Run,0fjJOLqG3v7vXRYhz2wxPC
1orVKbp6vqtfAPOmvRofVq,Rock'n Me,0fjJOLqG3v7vXRYhz2wxPC
76aaxFTztJKg6h8UBFhjzY,You Send Me,0fjJOLqG3v7vXRYhz2wxPC
4OdfRAnY76PBz3I7RzIYyy,Blue Odyssey,0fjJOLqG3v7vXRYhz2wxPC
24tgf16nxIbVclDtuMi4Nj,Sweet Maree,0fjJOLqG3v7vXRYhz2wxPC
62hiX0fn3nJ7ZwkjYsD3iX,The Window,0fjJOLqG3v7vXRYhz2wxPC
131CVs8GtF3v5dXzfg5IVj,Tutti-Frutti,67NkpPGMcxoIiumOW3oRpL
3kwlt5Tgjiho0bJ3voGw38,Tonight,67NkpPGMcxoIiumOW3oRpL
57cUXRbZNpAIhXy6k93rAC,Teenage Lust,67NkpPGMcxoIiumOW3oRpL
7sGDZTIceiHFWSUh6smsHs,Let Me Try,67NkpPGMcxoIiumOW3oRpL
50w6PJJmcNzmqlQwts40x1,Looking at You,67NkpPGMcxoIiumOW3oRpL
68gliAoTqB2ykfVh1N18PS,High School,67NkpPGMcxoIiumOW3oRpL
4y6HM8sGfhSqU8qa6DdWOv,Call Me Animal,67NkpPGMcxoIiumOW3oRpL
1DA8zKVVOdaZomJyRX1zjM,The American Ruse,67NkpPGMcxoIiumOW3oRpL
3EqfPKnwgiBLUsEs6hY6ip,Shakin' Street,67NkpPGMcxoIiumOW3oRpL
6MiQrP9i19Jk9KyKU6kjL2,The Human Being Lawnmower,67NkpPGMcxoIiumOW3oRpL
4Mb6F7s0Oa0VYSvIbiRBUO,Back in the USA,67NkpPGMcxoIiumOW3oRpL
19MRtNQXMxmHa6XQSARVDU,Getz / Gilberto,3lqtgKBuOEP6IcYq2qpoEb
6rSAYsf9UuQoAP8tkkWOC2,Meadows,3K5o4pXNsxdxW8MEn2jtel
0nk3vSKIYGQV6CK6pShUDQ,Synchronicity,3K5o4pXNsxdxW8MEn2jtel
2Dl2i1mCLy7orIGtIHgsmb,Take It Easy,12X80pgkHSjMDgAAS0HBdr
6sSc0ldaW4MZh2sbQdCo4n,Our Lady of the Well,12X80pgkHSjMDgAAS0HBdr
411WtAb5yQdWuUJ2yI041X,Colors of the Sun,12X80pgkHSjMDgAAS0HBdr
0xHFiCfx8l1tTuoPahkVWD,I Thought I Was a Child,12X80pgkHSjMDgAAS0HBdr
2dcoDVcOc9hGPbtZFtpcw3,These Days,12X80pgkHSjMDgAAS0HBdr
6NqbVSJu81G4sEvcL6EhaR,Red Neck Friend,12X80pgkHSjMDgAAS0HBdr
1ZUuy415XLEWnRB9LeFrnj,The Times You've Come,12X80pgkHSjMDgAAS0HBdr
29izM0QENguzv9YzKBZ4Hj,Ready or Not,12X80pgkHSjMDgAAS0HBdr
5wmhXFie9coTRvbdNWuJ8a,Sing My Songs to Me,12X80pgkHSjMDgAAS0HBdr
2jMicsmWOmQtkLQGtV1R0I,For Everyman,12X80pgkHSjMDgAAS0HBdr
1L5tZi0izXsi5Kk5OJf4W0,Rehab,097eYvf9NKjFnv4xA9s2oV
4zQuwW24dweWcaX0fEJkP2,You Know I'm No Good,097eYvf9NKjFnv4xA9s2oV
5RqIM2vv5nw2PGJBqPD8Rg,Me & Mr Jones,097eYvf9NKjFnv4xA9s2oV
2i1S5Dq9SaFGcnw8mnb4ks,Just Friends,097eYvf9NKjFnv4xA9s2oV
30FURVTCpbKyykjSEQzGkH,Back To Black,097eYvf9NKjFnv4xA9s2oV
570ZDO2Lmh6NQChOU5xPUL,Love Is A Losing Game,097eYvf9NKjFnv4xA9s2oV
6yLX8QnxlnEqZfs3YKCfjF,Tears Dry On Their Own,097eYvf9NKjFnv4xA9s2oV
37A5PvtftHtsISQUDFNGUk,Wake Up Alone,097eYvf9NKjFnv4xA9s2oV
0RatRR1mlxEVR6WATH4jV3,Some Unholy War,097eYvf9NKjFnv4xA9s2oV
0sSdFMuYrn3N9moumV466B,He Can Only Hold Her,097eYvf9NKjFnv4xA9s2oV
7or26qS3BfpTtWO3BFw5GE,Addicted,097eYvf9NKjFnv4xA9s2oV
1h0R5cstHZ070tevUAfEo7,Illegal Smile,5t4FHrIAHI8nolSAOBRgPp
7zrxGPR1UVK2iSK793vLPl,Spanish Pipedream,5t4FHrIAHI8nolSAOBRgPp
7IijX5DkLaf3G4qF6xDLYa,Hello in There,5t4FHrIAHI8nolSAOBRgPp
4BIej0swGWja46j5B7l4s1,Sam Stone,5t4FHrIAHI8nolSAOBRgPp
47QsP5uPZp3he5UrVsK8bs,Paradise,5t4FHrIAHI8nolSAOBRgPp
3w5YryukHLwgjlYMP3M2le,Pretty Good,5t4FHrIAHI8nolSAOBRgPp
5xIVA72uBH9dsTNC7L37LV,Your Flag Decal Won't Get You into Heaven Anymore,5t4FHrIAHI8nolSAOBRgPp
7nzQdJorKDWFsmvIN28mMM,Far from Me,5t4FHrIAHI8nolSAOBRgPp
2qWKpYIleSvBT6aUMXoia5,Angel from Montgomery,5t4FHrIAHI8nolSAOBRgPp
7LjxyD6xueeuwW9qyH4pbJ,Quiet Man,5t4FHrIAHI8nolSAOBRgPp
3Y5s93gngKBog4qJBMbIoq,Donald and Lydia,5t4FHrIAHI8nolSAOBRgPp
0FAFmU0CdwFScNZcg7HjNO,Six O'Clock News,5t4FHrIAHI8nolSAOBRgPp
3dYldIZxXGmRlhpIlmH3rf,Flashback Blues,5t4FHrIAHI8nolSAOBRgPp
1xZdjsAGrY4BUIbIlYy3EX,Strictly Business,2HOl8gDiGGpt7wsIDi9jy5
1U57oys1Q6Qgc79LTyD2dt,I'm Housin',2HOl8gDiGGpt7wsIDi9jy5
50TUIpVIwQ2HoQ4TbzIqRB,Let The Funk Flow,2HOl8gDiGGpt7wsIDi9jy5
0f1yzIIGD8k32DNVeEn6jb,You Gots To Chill,2HOl8gDiGGpt7wsIDi9jy5
7BfnmWeEBPLWsIEfybTBYT,It's My Thing,2HOl8gDiGGpt7wsIDi9jy5
4HvbESj3TfXqmprj30gr4Y,You're A Customer,2HOl8gDiGGpt7wsIDi9jy5
2Ox6NfTVcRMWQcTC3UJcfU,The Steve Martin,2HOl8gDiGGpt7wsIDi9jy5
1GKNVyrdkLUTWnnusJdbGg,Get Off The Bandwagon,2HOl8gDiGGpt7wsIDi9jy5
4sm8HDo9ItaUx0OmKgfnWe,D.J. K La Boss,2HOl8gDiGGpt7wsIDi9jy5
2NLheo9wFIRU7xg7gjGnBm,Jane,2HOl8gDiGGpt7wsIDi9jy5
4Q2UbOhGxHwoa3QuLHYQjh,Caught in a Dream,6p7jHbG5Bd6z2JgfKx0um7
3YU9X8ryOR20beT7wOlDIJ,I'm Eighteen,6p7jHbG5Bd6z2JgfKx0um7
6SC8nVtQbOylK81aEPh9MP,Long Way to Go,6p7jHbG5Bd6z2JgfKx0um7
3JBatYR56CT1X5G5SHBKvI,Black Juju,6p7jHbG5Bd6z2JgfKx0um7
1nJwYszBNNlaPypG7UVNJ2,Is It My Body,6p7jHbG5Bd6z2JgfKx0um7
12elTKiFZg7TLVsHMbIWxe,Hallowed Be My Name,6p7jHbG5Bd6z2JgfKx0um7
6ZiZlQF8gaN6jtDxd1M6Ki,Second Coming,6p7jHbG5Bd6z2JgfKx0um7
4N3b1B11w5eHniaNpdrbBj,Ballad of Dwight Fry,6p7jHbG5Bd6z2JgfKx0um7
6XwpIb31XNP48QEIEPAzJN,Sun Arise,6p7jHbG5Bd6z2JgfKx0um7
5CA51pIAlOtnA6qDvTEmjs,Don't Worry Baby,5dl01XDIMXrmjJ22obqfhQ
1brJMhR7bVsCv9YigwkSka,A Matter of Time,5dl01XDIMXrmjJ22obqfhQ
7vNIQasUplEmSaZLRYYvxN,Corrido #1,5dl01XDIMXrmjJ22obqfhQ
5qGZ8VM6zI9oNcMISlBR6u,Our Last Night,5dl01XDIMXrmjJ22obqfhQ
1eXpyp1zhflryk01VKTpWC,The Breakdown,5dl01XDIMXrmjJ22obqfhQ
6g8ghvn0y9iAORVJ1ARg0J,I Got Loaded,5dl01XDIMXrmjJ22obqfhQ
3fsoy6JnwelplA7CEqUyJz,Serenata Nortena,5dl01XDIMXrmjJ22obqfhQ
17G0Er8onvPg7TMqNCIaUU,Evangeline,5dl01XDIMXrmjJ22obqfhQ
1523ZCvrzQoJAeWcFD2txK,I Got to Let You Know - Remastered Version,5dl01XDIMXrmjJ22obqfhQ
1EyX6pTtJ4y1Sv5VIusutY,Lil' King of Everything,5dl01XDIMXrmjJ22obqfhQ
1p6OGxxPyfJPV459PdEBjM,Will the Wolf Survive?,5dl01XDIMXrmjJ22obqfhQ
4dp7KYMJq77cSgUvfLDQjJ,"Here, My Dear",1iVf41qWHZsAk9DwY43WnV
7xxLlugPb3WJNxQuv5O8JN,I Met A Little Girl,1iVf41qWHZsAk9DwY43WnV
2IdS2N8pRTne8tgMOFoUqB,"When Did You Stop Loving Me, When Did I Stop Loving You",1iVf41qWHZsAk9DwY43WnV
5wYNGDiCzNDXorLIU9LlYr,Anger,1iVf41qWHZsAk9DwY43WnV
3yYVJTOQWoTiGvFSSYoMpZ,Is That Enough,1iVf41qWHZsAk9DwY43WnV
33jGdarzkg6rOSSJjCN8DM,Everybody Needs Love,1iVf41qWHZsAk9DwY43WnV
5TZDMOpcRWFDHQWL8czgiX,Time To Get It Together,1iVf41qWHZsAk9DwY43WnV
1rCo0xUGMYYjaAYbQGVcDw,Sparrow,1iVf41qWHZsAk9DwY43WnV
2NM4ZRHdJF4KkEJIfHgK5B,Anna's Song,1iVf41qWHZsAk9DwY43WnV
5MmqoR1P4LUcFtkZQOXn7G,"When Did You Stop Loving Me, When Did I Stop Loving You - Instrumental",1iVf41qWHZsAk9DwY43WnV
6X6NFe1YgFCXPiMozNSPzL,A Funky Space Reincarnation,1iVf41qWHZsAk9DwY43WnV
25Zk0rS6BeMgmJJto2TTxP,"You Can Leave, But It's Going To Cost You",1iVf41qWHZsAk9DwY43WnV
3gFZN5fyASfrIJudJYeobL,Falling In Love Again,1iVf41qWHZsAk9DwY43WnV
6zKVkRB9XGPiClG44lK1Au,"When Did You Stop Loving Me, When Did I Stop Loving You - Reprise",1iVf41qWHZsAk9DwY43WnV
7sg9ToL94GAiksETi5GZGz,Ur,2qCyMMQ785sPH4Yx25GQZ8
7GPstnufSTScEaw9dMxO9H,Childs Play (feat. Chance the Rapper),2qCyMMQ785sPH4Yx25GQZ8
3oUSdLtRYOSvXcLMrHctv7,Julia,2qCyMMQ785sPH4Yx25GQZ8
0Kz9aGVgFvndWkcaiylIt5,Warm Winds (feat. Isaiah Rashad),2qCyMMQ785sPH4Yx25GQZ8
4N0VFSI2wJu2NzwUuI0sMz,HiiiJack,2qCyMMQ785sPH4Yx25GQZ8
0FclB23LoCgzu0jm9VOPuq,Green Mile,2qCyMMQ785sPH4Yx25GQZ8
6Aj2H0Z0v0JgnSfPEwCgW0,Babylon (feat. Kendrick Lamar),2qCyMMQ785sPH4Yx25GQZ8
7swGurTfZlwx7mTOE8PpIc,Sweet November,2qCyMMQ785sPH4Yx25GQZ8
3fdqtnqZ7Zax6CIeQWZWN6,Shattered Ring,2qCyMMQ785sPH4Yx25GQZ8
2EToRpTwkuy7B0Hi74g7jF,Omega,2qCyMMQ785sPH4Yx25GQZ8
0h3ZbeBFe6jEQCQuuM0WWx,Ballad Of A Well-Known Gun,03zfU3IwWmymKoaWnwFNaY
2Mn2MuyqxbzZwnxRX1p8kY,Come Down In Time,03zfU3IwWmymKoaWnwFNaY
5p9MpS0JdzVfbdJuHwhvqI,Country Comfort,03zfU3IwWmymKoaWnwFNaY
0LiczY4DOe2qDlTw6KgcJg,Son Of Your Father,03zfU3IwWmymKoaWnwFNaY
6a1E5VhaMHiG7B3WT9Sem2,My Father's Gun,03zfU3IwWmymKoaWnwFNaY
2VuPf7Il5qhx7WHArc9WAs,Where To Now St. Peter?,03zfU3IwWmymKoaWnwFNaY
3B1uIhPK3xaWlWB4iELL09,Love Song,03zfU3IwWmymKoaWnwFNaY
7qilLNLdlGyALqKVecG3Lt,Amoreena,03zfU3IwWmymKoaWnwFNaY
0o8YPVrqORUW4rclYgDo4M,Talking Old Soldiers,03zfU3IwWmymKoaWnwFNaY
3ggTCH9i9dJ0sRdAxFGzcr,Burn Down The Mission,03zfU3IwWmymKoaWnwFNaY
4UhrY4619OAy9Kg76Bdrli,Into The Old Man's Shoes,03zfU3IwWmymKoaWnwFNaY
2ZYERC5OngMDFCGYPCgOMB,Madman Across The Water,03zfU3IwWmymKoaWnwFNaY
6CHENx8iqzMwavTIz8s0gm,Violet,2Rwf2nPYZQ9aIe4QXACTC7
3yMFBuIdPBdJkkzaPBDjKY,Miss World,2Rwf2nPYZQ9aIe4QXACTC7
2nbTJN4paC2VOCEGX1kh1x,Plump,2Rwf2nPYZQ9aIe4QXACTC7
5qpkqpn8Q57ULOiB4qL2cD,Asking For It,2Rwf2nPYZQ9aIe4QXACTC7
6wAdJF85cna96BwQn2Pg8c,Jennifer's Body,2Rwf2nPYZQ9aIe4QXACTC7
49t1GWE6ZiEoBgN92oMDdM,Doll Parts,2Rwf2nPYZQ9aIe4QXACTC7
41hNJpYqMWTxccK6HnBbJV,Credit In The Straight World,2Rwf2nPYZQ9aIe4QXACTC7
7bpqjw5kTfaDPvLJVzqSL1,"Softer, Softest",2Rwf2nPYZQ9aIe4QXACTC7
5mTr51BaKdaJ6tP1zqd5Tt,She Walks On Me,2Rwf2nPYZQ9aIe4QXACTC7
23Dje0Y5NyhfziJwajqN7m,I Think That I Would Die,2Rwf2nPYZQ9aIe4QXACTC7
1sxOACEZ2xAMRB0TLaCwIl,Gutless,2Rwf2nPYZQ9aIe4QXACTC7
72xpgWWuEyLWFFTIKnrAbZ,Rock Star,2Rwf2nPYZQ9aIe4QXACTC7
2gHIefcl00eYxoW6VqDCr7,METAL BOX,7zO7Q72nwUjjKkW2glCXbq
3nVGSelhZdNwwCf99Sotnf,Puzzle,7zO7Q72nwUjjKkW2glCXbq
77gkHhuBXFHLLDIfHpKFia,WITHIN YOU,7zO7Q72nwUjjKkW2glCXbq
42rEQj6yRPU3SsISmYNtqM,Flying Plum,7zO7Q72nwUjjKkW2glCXbq
2QAc4E9mvztx3FnNcqvD7l,Thrillin' High,7zO7Q72nwUjjKkW2glCXbq
1fqwrhEo7KMnxo9Z1dgiSS,Freakout,7zO7Q72nwUjjKkW2glCXbq
5twHDSRXyFbaUwJC5Pr83N,Vistalite Boogie,7zO7Q72nwUjjKkW2glCXbq
1ibDB4Sbw0fdmkbJbq7Vmj,Wish,7zO7Q72nwUjjKkW2glCXbq
2HvEXDekcX9ycgNZ3rBlLd,Your Wonderland,7zO7Q72nwUjjKkW2glCXbq
4cvKhVJZVN9nsmm0yhViY3,Happy,7zO7Q72nwUjjKkW2glCXbq
6DxYKwGb8C0CBlWqBtizzl,Ballroom in Spaceship,7zO7Q72nwUjjKkW2glCXbq
4rnSOS7lRqsqf2qMo1TsyF,Show of Strength,29rkfL25uKOkVOhyr1CmXJ
2sTmJ0s9d3FL9ieWaafTTL,With a Hip,29rkfL25uKOkVOhyr1CmXJ
1hQ5YuTPXIho0kZGsFXpFC,Over the Wall,29rkfL25uKOkVOhyr1CmXJ
5njeqI1bSs2OkaAvgkYza1,It Was a Pleasure,29rkfL25uKOkVOhyr1CmXJ
55wpkJBPlFrIkqsKGHWPEa,A Promise,29rkfL25uKOkVOhyr1CmXJ
4gdxwOhnHPeE9DNCBmekK0,Heaven up Here,29rkfL25uKOkVOhyr1CmXJ
3xz9fLCEwHJpWJdiwfy2wz,The Disease,29rkfL25uKOkVOhyr1CmXJ
1yfR9cQAKsyeWgtRWk3iT2,All My Colours,29rkfL25uKOkVOhyr1CmXJ
34x6aWpmE2Xmsri60IsdMS,No Dark Things,29rkfL25uKOkVOhyr1CmXJ
1KcyUwdidCGAmhCOftm0tw,Turquoise Days,29rkfL25uKOkVOhyr1CmXJ
4uVUa5yCpYwIiS6qouJiAz,All I Want,29rkfL25uKOkVOhyr1CmXJ
6TeFG5QolOlRnC8i5a1u0t,Women,1ja2qzCrh6bZykcojbZs82
0RVeadY2MbHz4Pe4MreLNw,Rocket,1ja2qzCrh6bZykcojbZs82
4qjscZh4jfhkpcQG4ZQfi2,Animal,1ja2qzCrh6bZykcojbZs82
4qWizh4UB8BuSypZ3T1zAz,Love Bites,1ja2qzCrh6bZykcojbZs82
1aZLIbKEdsyqxyD6iNcrbA,Pour Some Sugar On Me,1ja2qzCrh6bZykcojbZs82
3ybF6Iaia01EbXg5VmxPcb,Armageddon It,1ja2qzCrh6bZykcojbZs82
04fSMvH0SLmdykyg06rXC3,Gods Of War,1ja2qzCrh6bZykcojbZs82
4IB9c8FQ2VNutSWdgkw0Ys,Don't Shoot Shot Gun,1ja2qzCrh6bZykcojbZs82
27psq6wsPV4Yyo4eg6HZ8z,Run Riot,1ja2qzCrh6bZykcojbZs82
2PFIZFcGry0po3ZfRZkzKc,Hysteria,1ja2qzCrh6bZykcojbZs82
07FG0741wKv9I9kphNf9lO,Excitable,1ja2qzCrh6bZykcojbZs82
7zm4upLq0DrZlTHD2ELmQ6,Love And Affection,1ja2qzCrh6bZykcojbZs82
6In0XQ2hzhfHbW5L6mkc4j,Absolutely Cuckoo,2GuROKcqyHdpIDcgxml1C7
4P8OGSsxLVyCuxt9Uw2IxD,I Don't Believe in the Sun,2GuROKcqyHdpIDcgxml1C7
3KvTZQPpzPw9UKxaGlJkBs,All My Little Words,2GuROKcqyHdpIDcgxml1C7
7jKc7fA6asnMoc8BS7ebj2,A Chicken With Its Head Cut Off,2GuROKcqyHdpIDcgxml1C7
3OUy4cQJ7h8tKoBjh6n7z9,Reno Dakota,2GuROKcqyHdpIDcgxml1C7
25N9PiAQnH5CxjKIa58MaN,I Don't Want to Get Over You,2GuROKcqyHdpIDcgxml1C7
6iHrqAF6XO2rzl4OLFb4eo,Come Back From San Francisco,2GuROKcqyHdpIDcgxml1C7
0WDjf1JHa22EYZFtI5SQDv,The Luckiest Guy on the Lower East Side,2GuROKcqyHdpIDcgxml1C7
21kvgs0G8zIKu4B4wNslzW,Let's Pretend We're Bunny Rabbits,2GuROKcqyHdpIDcgxml1C7
7MqHwgpmhYlsFmJPuDXR0K,The Cactus Where Your Heart Should Be,2GuROKcqyHdpIDcgxml1C7
3IcSgaj3iwBGzCeCgLcV54,I Think I Need a New Heart,2GuROKcqyHdpIDcgxml1C7
62ZYyXIsHVX5xVUj80arVu,The Book of Love,2GuROKcqyHdpIDcgxml1C7
1SQT9yLODRGxbszCCzcmKY,"Fido, Your Leash Is Too Long",2GuROKcqyHdpIDcgxml1C7
4XvqgdWxQXRmQFZGutjD7Y,How Fucking Romantic,2GuROKcqyHdpIDcgxml1C7
5WFSyW3Ymg4rjKn2xbvBfJ,The One You Really Love,2GuROKcqyHdpIDcgxml1C7
6iWO1gpNOsnFJHXUPKsnLj,Punk Love,2GuROKcqyHdpIDcgxml1C7
7jbG5l5TTXvUDbySRnYhWN,Parades Go By,2GuROKcqyHdpIDcgxml1C7
6gNrp68wiWJBPTszkFc4LM,Boa Constrictor,2GuROKcqyHdpIDcgxml1C7
4yT8mmiHqe0PA6jUq3WEKg,A Pretty Girl Is Like,2GuROKcqyHdpIDcgxml1C7
0VgmvgX7C8rUnp8rswpHxs,My Sentimental Melody,2GuROKcqyHdpIDcgxml1C7
0u35Dpz37TY2M2j20RUdMf,Politik,0RHX9XECH8IVI3LNgWDpmQ
2nvC4i2aMo4CzRjRflysah,In My Place,0RHX9XECH8IVI3LNgWDpmQ
4hf0hL4kWyjWztZzVsM39V,God Put a Smile upon Your Face,0RHX9XECH8IVI3LNgWDpmQ
75JFxkI2RXiU7L9VXzMkle,The Scientist,0RHX9XECH8IVI3LNgWDpmQ
0BCPKOYdS2jbQ8iyB56Zns,Clocks,0RHX9XECH8IVI3LNgWDpmQ
4fP4xTSBli3tKck172LEZ4,Daylight,0RHX9XECH8IVI3LNgWDpmQ
3ou9rSNUQnE7XYmJkUUIOc,Green Eyes,0RHX9XECH8IVI3LNgWDpmQ
4bPkBHKLKd9WHizsvM2zV3,Warning Sign,0RHX9XECH8IVI3LNgWDpmQ
7KolrFGhfDi1JTSgQBT5sI,A Whisper,0RHX9XECH8IVI3LNgWDpmQ
4JJ5zGKnb1IpERyBrfmb1y,A Rush of Blood to the Head,0RHX9XECH8IVI3LNgWDpmQ
2uQ4px5SPONsgcUpulywIQ,Amsterdam,0RHX9XECH8IVI3LNgWDpmQ
7qzluAFwjGGGUJUXDaLurM,Ain't Got You,5Qcef60m4gcckV24PmPYVq
7i0VrdLCDhvgWXfcT6EQJG,Tougher Than the Rest,5Qcef60m4gcckV24PmPYVq
4jZjP5oX2dma3pe6dAPBK9,All That Heaven Will Allow,5Qcef60m4gcckV24PmPYVq
1BROaM6SuFTr9MLrOvY4tk,Spare Parts,5Qcef60m4gcckV24PmPYVq
5vschfpax25JTbGq4I3hCE,Cautious Man,5Qcef60m4gcckV24PmPYVq
36WnSVxMlPA5pB9NcQi0py,Walk Like a Man,5Qcef60m4gcckV24PmPYVq
2rUHBIfbMBB92n1gSfSqwF,Tunnel of Love,5Qcef60m4gcckV24PmPYVq
0ZeQYobHf2kr2fkZOjhfWH,Two Faces,5Qcef60m4gcckV24PmPYVq
0nqbZ17t9v52SCemAm1QP0,Brilliant Disguise,5Qcef60m4gcckV24PmPYVq
3ICZte49haM8ID7H6LSSjb,One Step Up,5Qcef60m4gcckV24PmPYVq
2WmxMKkmzpNxQcHxotVpfa,When You're Alone,5Qcef60m4gcckV24PmPYVq
4yz5cxtyvHcD8kjxh9p8UZ,Valentine's Day,5Qcef60m4gcckV24PmPYVq
0dvPuXBdAudLyBnCmYYu68,Born in Chicago,785WNIAl2zC3OZ6XHjFaIG
5GHZ9UH4L3r6UK1A2zHWf3,Shake Your Money-Maker,785WNIAl2zC3OZ6XHjFaIG
1BZDPslmxdSdP9zQMsMNmG,Blues with a Feeling,785WNIAl2zC3OZ6XHjFaIG
3qeO6POcgepMG7CptnMibV,Thank You Mr. Poobah,785WNIAl2zC3OZ6XHjFaIG
2o3h9YnZHM6T4kzwwLNnHg,I Got My Mojo Working,785WNIAl2zC3OZ6XHjFaIG
3w7JOstC58U7VxTQcm7GIN,Mellow Down Easy,785WNIAl2zC3OZ6XHjFaIG
5wQPmEoKg2Z05jV9FI0Z6p,Screamin',785WNIAl2zC3OZ6XHjFaIG
